"platform_name","total_revenue"
"Brown, Hamilton and Carson Music 4828","87530.96"
"Smith-Owens Music 1780","87517.51"
"Kennedy LLC Music 5333","87423.05"
"Martinez-Gonzalez Music 7870","87419.72"
"Osborne-Pena Music 5081","87402.03"
"Scott-Hunt Music 1712","87378.42"
"Parker PLC Music 5584","87370.68"
"Johnson, Moreno and Bartlett Music 4155","87241.81"
"Terrell-Irwin Music 8902","87022.75"
"Parrish LLC Music 8706","86690.40"
"Lam-Allen Music 2003","86685.12"
"Molina-Clark Music 6102","86674.11"
"Lee, Howard and Adams Music 4666","86597.53"
"Griffin Group Music 4831","86596.38"
"Brown Ltd Music 9018","86590.25"
"Evans-Schneider Music 9802","86565.28"
"Harrington, Peters and Rivera Music 5992","86519.80"
"Cook, Mathews and Beck Music 9686","86378.49"
"Collins Group Music 2255","86351.96"
"Taylor-Strong Music 4722","86303.13"
"Francis, Fitzgerald and Landry Music 4979","86300.53"
"Jones and Sons Music 7286","86292.08"
"Lopez PLC Music 9507","86272.90"
"Watson-Park Music 1626","86272.89"
"Randolph LLC Music 9137","86218.45"
"Young LLC Music 2000","86197.89"
"Howell Group Music 8901","86173.67"
"Duran, Miller and Mack Music 2986","86110.27"
"Fernandez, Lopez and Ramirez Music 6780","85871.00"
"Smith Ltd Music 8143","85864.62"
"Nguyen Inc Music 2865","85828.55"
"Jones, Figueroa and Garcia Music 8103","85779.58"
"Jones and Sons Music 4863","85604.09"
"Ferrell-Kennedy Music 2845","85579.42"
"Bryant PLC Music 3108","85441.56"
"Tucker Group Music 2507","85322.31"
"Baird and Sons Music 3000","85260.11"
"Thomas Inc Music 3582","85223.95"
"White and Sons Music 6502","85164.09"
"Phelps, Torres and Fisher Music 7991","85037.61"
"Moore, Burton and Johnson Music 6502","85027.62"
"Johnston PLC Music 1965","84834.71"
"Stevens, Combs and Reese Music 5637","84811.86"
"Rodriguez LLC Music 7641","84786.84"
"Griffith, Dominguez and Fowler Music 2493","84747.80"
"Thomas-Mann Music 5016","84728.41"
"Poole Group Music 7985","84715.09"
"Johnson-Bell Music 4144","84697.31"
"Briggs-Rice Music 5348","84645.67"
"Arias-Stewart Music 4789","84578.77"
"Greer-Mcconnell Music 4661","84578.58"
"Carpenter LLC Music 4876","84485.42"
"Thomas, Edwards and Owen Music 6716","84329.94"
"Lopez-Haynes Music 6215","84265.09"
"Moore Ltd Music 1956","84245.97"
"Gonzalez-Atkinson Music 1265","84232.84"
"Chung, Perez and Marquez Music 9642","84213.92"
"Cervantes LLC Music 5464","84188.09"
"English-Rosario Music 9677","84052.24"
"Robinson PLC Music 1237","83971.53"
"Mitchell-Roberts Music 2174","83945.12"
"Wilson Ltd Music 5840","83905.38"
"Mcpherson Inc Music 4578","83886.22"
"Ryan, Case and Smith Music 3411","83885.27"
"Scott-Rogers Music 2811","83769.54"
"Horton, Smith and Lee Music 7477","83764.79"
"Maxwell Ltd Music 6804","83764.44"
"Andrews, Miles and Richards Music 1708","83699.10"
"Ingram, Garcia and Silva Music 5575","83657.15"
"Kelly, Wilkerson and Bowman Music 6901","83597.43"
"Young, Cohen and Haney Music 4002","83578.29"
"Hicks Ltd Music 4968","83549.40"
"Carlson PLC Music 1491","83524.20"
"Lam and Sons Music 9138","83471.97"
"Taylor PLC Music 5405","83468.24"
"Henry, Brown and Pope Music 7211","83276.18"
"Park-Payne Music 6966","83206.74"
"Kelly PLC Music 2187","83206.32"
"Sims Group Music 2945","83197.70"
"Anderson PLC Music 9090","83160.42"
"Harmon-Lee Music 4129","83053.02"
"Hall and Sons Music 1227","83031.03"
"Andrews, Brown and Sullivan Music 2027","82943.66"
"Davis, Meyers and Scott Music 8388","82941.15"
"Singleton, Richards and Page Music 7114","82910.58"
"Gonzalez, Day and Hunter Music 8722","82883.21"
"Chavez Group Music 3123","82873.39"
"Hernandez and Sons Music 8004","82863.06"
"Burke-Johnson Music 2508","82799.92"
"Miller PLC Music 8384","82771.23"
"Phelps LLC Music 9013","82737.68"
"Mcdaniel-Miller Music 3678","82651.29"
"Benton, Waters and Robinson Music 6700","82571.98"
"Davidson and Sons Music 2267","82543.73"
"Hancock, Smith and Powell Music 5651","82461.82"
"Lozano-Morgan Music 7067","82454.77"
"Jacobs, Montgomery and Carter Music 7172","82339.42"
"Orozco, Gomez and Branch Music 8507","82321.70"
"Benitez, Carpenter and Barnes Music 7620","82297.03"
"Price-Scott Music 7250","82113.28"
"Williams, King and Spears Music 2581","82068.35"
"Bowman, Ortiz and Wheeler Music 7581","81960.93"
"Greene Ltd Music 6328","81901.57"
"Barton-Glover Music 7692","81848.87"
"Schmidt-Owens Music 2379","81835.18"
"Gutierrez, Suarez and Griffin Music 3357","81826.01"
"Weaver-Phillips Music 9316","81805.52"
"Weaver and Sons Music 1844","81804.51"
"Bernard-Morrison Music 7667","81779.83"
"Thompson, Marquez and Armstrong Music 4916","81713.03"
"Lucero, Simpson and Aguilar Music 3003","81626.02"
"Wilson-Meyer Music 9450","81608.23"
"Christensen-Mckee Music 3734","81598.20"
"Evans, Barber and Kirk Music 6167","81572.79"
"Barnes-Martinez Music 8756","81504.80"
"Wyatt, Green and Chung Music 6503","81481.74"
"Torres, Patton and Allen Music 3280","81403.52"
"Jenkins-Crawford Music 7445","81332.72"
"Gay LLC Music 5880","81296.49"
"Calhoun Group Music 1275","81293.18"
"George-Villanueva Music 2211","81259.03"
"Richardson-Miller Music 1561","81250.79"
"Nichols Ltd Music 8136","81237.82"
"Baxter LLC Music 1106","81188.91"
"Decker-Ashley Music 7654","81173.62"
"Anderson Ltd Music 3023","81106.86"
"Bryant, Griffin and Cooper Music 3659","81065.74"
"Reynolds, Ashley and Brady Music 1696","81005.10"
"Campos-Collins Music 9878","81000.70"
"Schmitt-Lindsey Music 8313","80938.38"
"Thomas-Gross Music 9561","80911.72"
"Miller-Kent Music 9911","80900.28"
"Bass LLC Music 9386","80895.51"
"Madden Ltd Music 4183","80837.82"
"Pollard-Brady Music 8247","80796.29"
"Owens Inc Music 9522","80661.80"
"Henry-Hill Music 2226","80631.80"
"Mejia-Hanna Music 1382","80516.79"
"Poole LLC Music 4284","80428.10"
"Campbell-Williams Music 2956","80359.52"
"Vargas Inc Music 7305","80335.55"
"Hubbard Ltd Music 1416","80311.55"
"Tucker-Hill Music 2925","80196.11"
"Harris PLC Music 8808","80067.73"
"Hansen, Cole and Perez Music 9880","80006.37"
"Spence, Herring and Perez Music 3440","80005.22"
"Castro, Willis and Blake Music 7676","79924.99"
"Stewart Group Music 3236","79916.28"
"Mack, Klein and Robinson Music 7286","79853.30"
"Bishop, Wallace and Mitchell Music 1891","79826.11"
"Smith, Baldwin and Rivera Music 4328","79796.24"
"Owen, Tucker and Morris Music 1277","79714.17"
"Shelton-Williams Music 4729","79673.72"
"Wallace, Collier and Campos Music 2092","79622.87"
"Chan-Mcdowell Music 8903","79254.73"
"Parsons LLC Music 8901","79171.24"
"Rodriguez-Andrade Music 6817","79158.27"
"Summers LLC Music 5860","79038.35"
"Carroll Inc Music 2360","79007.04"
"Robinson-King Music 3615","78931.80"
"Colon-Foley Music 8849","78844.78"
"Jones, Chavez and Alvarado Music 6453","78758.88"
"Fisher, Mack and Foster Music 2815","78734.28"
"Jackson and Sons Music 2725","78658.08"
"Houston, Richardson and Cooper Music 9977","78646.31"
"Larson Group Music 9720","78619.64"
"Smith, Brown and Shaw Music 7301","78558.40"
"Cisneros, Griffith and Clayton Music 9665","78544.41"
"Wright, Ryan and Ruiz Music 1026","78434.97"
"Wells-Erickson Music 5722","78419.75"
"Woodard Inc Music 7831","78363.65"
"Rocha-Thompson Music 6161","78272.64"
"Johnson, Daniels and Little Music 1371","78236.33"
"Reid, Taylor and Guzman Music 4612","78134.67"
"Mcgee-Abbott Music 6521","78091.14"
"Garcia, Johnson and Rosales Music 3251","78068.03"
"Cole PLC Music 5899","78032.40"
"Fletcher PLC Music 3785","77918.99"
"Jones and Sons Music 4238","77869.82"
"Allen, Smith and Skinner Music 4153","77793.57"
"Evans Ltd Music 5287","77779.93"
"Meyer-Dixon Music 6023","77723.66"
"Jennings PLC Music 1591","77704.58"
"Wells and Sons Music 9757","77512.43"
"Thomas, Carter and Jensen Music 9374","77469.41"
"Smith-Porter Music 5260","77424.27"
"Shah Group Music 6472","77407.35"
"Ward-Russell Music 5643","77240.68"
"Davis-Moore Music 1693","77222.08"
"Reeves-Kirk Music 5082","77178.94"
"Mason, Rush and Hansen Music 9571","77165.83"
"Gardner-Johnson Music 7818","77143.52"
"Schwartz, Gonzales and Perez Music 8470","77090.48"
"Kelly, Clark and Martinez Music 2986","77084.96"
"Rivas, Mays and Morgan Music 2342","77055.49"
"Rojas-Ortega Music 3715","76939.01"
"Lamb PLC Music 4051","76929.01"
"Lutz-Johns Music 1944","76919.41"
"Johnson-Fuentes Music 5280","76908.04"
"Wagner, Graham and Anderson Music 1501","76839.50"
"Armstrong, Oconnor and Foster Music 6670","76740.17"
"Smith, Turner and Buchanan Music 7986","76594.58"
"Fuentes-Brown Music 4605","76577.95"
"Schwartz-Reyes Music 1281","76552.84"
"Smith, Simpson and Frey Music 4911","76549.99"
"Keller Ltd Music 3009","76514.02"
"Harper-Myers Music 3149","76486.83"
"Kelly-Rodriguez Music 7580","76486.43"
"Morgan-Flores Music 5487","76345.92"
"Holt, Long and Martinez Music 5080","76304.70"
"Burns, Davies and Hood Music 3015","76215.98"
"Hartman, Yu and Perez Music 7909","76181.69"
"Armstrong-Rodriguez Music 2745","76135.85"
"Robinson, Williams and Brown Music 5406","76039.12"
"Pearson, Wright and Houston Music 8775","75853.21"
"Golden, Pittman and Stephens Music 5806","75811.03"
"Ashley, Barker and Mata Music 8673","75752.01"
"Clark LLC Music 8731","75725.07"
"Allen-Kaiser Music 1248","75684.02"
"Howe PLC Music 7839","75570.71"
"Berry Inc Music 5948","75497.56"
"Lewis, Perkins and Mcgee Music 2160","75397.20"
"Johnson, Martinez and Barker Music 8633","75385.70"
"Howard-Smith Music 7199","75336.58"
"Williams-Ritter Music 3451","75286.30"
"Byrd, Davis and Taylor Music 8619","75178.54"
"Howard Inc Music 8356","75121.01"
"Gray-Henson Music 1652","75084.77"
"Perkins-Bass Music 1263","75056.49"
"Yu-Lynn Music 1190","75054.01"
"Hernandez Group Music 8197","75004.84"
"Dennis PLC Music 7413","74926.46"
"Ramirez Inc Music 8730","74829.77"
"Walker-Little Music 3234","74639.89"
"Martinez-Bray Music 9657","74613.18"
"Hahn, Andrews and Watson Music 2306","74602.64"
"Haynes, Lane and Tyler Music 8457","74555.48"
"Stout Inc Music 3971","74470.49"
"Espinoza, Roberts and Alvarado Music 4780","74459.56"
"Mccullough-Lamb Music 1667","74370.91"
"Moreno Ltd Music 6975","74246.09"
"Cunningham-Johnson Music 2832","74213.22"
"Lyons-Reynolds Music 9213","74087.01"
"Sanchez-Jackson Music 1349","74073.10"
"Mccoy-Thomas Music 8276","74070.46"
"Ramirez LLC Music 1840","74023.03"
"Brown LLC Music 2677","73946.85"
"Bradshaw PLC Music 8108","73634.49"
"Cline Group Music 1872","73580.57"
"Jones, York and Guzman Music 7843","73547.90"
"Baldwin Group Music 2913","73490.33"
"Johnson-Cruz Music 8080","73435.21"
"Fisher, Harrison and Washington Music 1970","73423.15"
"Nelson, Ward and Perry Music 8446","73404.41"
"Gibson Ltd Music 9892","73360.80"
"Hicks PLC Music 9928","73334.68"
"Mcintyre LLC Music 7677","73241.63"
"Copeland, Malone and Orr Music 5174","73235.70"
"Moss-Parks Music 3716","73180.87"
"Kramer Inc Music 7971","73135.45"
"Adams, Davis and Rose Music 1895","73030.48"
"Allen and Sons Music 6511","73006.38"
"Brewer PLC Music 1809","73000.66"
"Parker, Peters and Hernandez Music 4326","72975.27"
"Kelly Group Music 5508","72919.45"
"Campbell, Jones and Taylor Music 9951","72849.87"
"Bryant-Delgado Music 7157","72815.89"
"Miller, Blake and Gross Music 3335","72784.15"
"Black-Parker Music 2664","72648.49"
"King-Cohen Music 3692","72589.63"
"Young-Roach Music 1279","72557.13"
"Lamb-Hernandez Music 8315","72513.27"
"Little-Obrien Music 2339","72499.57"
"Hudson LLC Music 9921","72472.19"
"Hale-Morrison Music 1302","72444.30"
"Morrow, Johnson and Petersen Music 8133","72434.59"
"Whitehead-Wright Music 6689","72413.14"
"Powell Ltd Music 8069","72396.82"
"Mitchell-Zimmerman Music 3269","72327.69"
"Russell-Cline Music 2456","72284.09"
"Fleming PLC Music 9770","72205.43"
"Lawrence PLC Music 9696","72159.45"
"Owens-Morgan Music 2076","72121.28"
"Gomez-Wagner Music 6565","72100.18"
"Rodriguez-Blanchard Music 5377","72026.69"
"Montoya, Ellis and Ramsey Music 4622","72005.28"
"Buchanan, Carter and Jones Music 5131","71991.07"
"Harris PLC Music 4688","71954.10"
"Zuniga-Blackburn Music 5127","71929.93"
"Caldwell Group Music 5562","71812.13"
"Baker, Murphy and Smith Music 6774","71765.82"
"Sullivan, Lewis and Patterson Music 5694","71691.62"
"Harper Group Music 2276","71680.78"
"Lopez and Sons Music 4340","71656.79"
"Carter and Sons Music 3425","71597.20"
"Marshall-Wright Music 1572","71579.02"
"Hogan, Jones and Price Music 6951","71565.30"
"Williams-Shaw Music 5949","71531.28"
"Bell, Brown and Rogers Music 6422","71526.94"
"Davis-Reynolds Music 3235","71476.30"
"Johnson-Martin Music 4946","71391.64"
"Hickman Group Music 8102","71362.95"
"Gonzalez-Johnson Music 6208","71321.06"
"Jackson, Salazar and Miller Music 3277","71289.56"
"Wolfe PLC Music 6271","71227.75"
"Miller, Lester and Dawson Music 4947","71209.45"
"Haley-Johnson Music 5506","71195.96"
"Hicks-Greene Music 9287","71171.77"
"Fowler, Reese and Hill Music 8146","71163.67"
"Cooper, Stewart and Dyer Music 7620","71085.59"
"Mejia PLC Music 4994","71053.57"
"Mckenzie, Rodriguez and Hernandez Music 4174","71047.62"
"Curtis, Cochran and Moss Music 4994","71023.54"
"Coleman-Mills Music 8090","71017.22"
"Lewis-Perkins Music 3894","70978.42"
"Owen and Sons Music 2555","70942.83"
"Rodriguez-Diaz Music 3084","70933.30"
"Hernandez and Sons Music 8456","70915.07"
"Rogers, Mckay and Deleon Music 1820","70884.59"
"Diaz Inc Music 2172","70868.49"
"Brown-Kelly Music 7243","70854.23"
"Hernandez PLC Music 3751","70832.07"
"Brown, Hernandez and Henry Music 2731","70820.10"
"Williams-Marshall Music 7822","70793.97"
"Nelson, Smith and Nguyen Music 7330","70780.47"
"Wright and Sons Music 8461","70618.17"
"Sims-Mason Music 4749","70579.23"
"Arnold-Montoya Music 8752","70520.15"
"Le-Shaffer Music 4559","70494.61"
"Holt-Mendoza Music 6925","70490.55"
"Crawford, Perez and Martin Music 4776","70464.83"
"Le-Allison Music 6587","70445.88"
"Smith, Weber and Adams Music 3368","70408.48"
"Schmidt, Zimmerman and Becker Music 2303","70398.18"
"Harris-Baker Music 3314","70384.32"
"Williams Inc Music 4718","70372.73"
"Russell, Lynch and Small Music 6776","70146.63"
"Glass-Martinez Music 2472","70099.24"
"Morris, Rodriguez and Craig Music 5505","70066.10"
"Crawford, Hall and Williams Music 1284","69975.75"
"Johnson, Thomas and Shaffer Music 2851","69966.27"
"Lamb-Lyons Music 2618","69874.77"
"Hunt-Gross Music 4018","69849.13"
"Turner, Moore and Jackson Music 5945","69827.10"
"Huang LLC Music 2280","69826.73"
"Davis and Sons Music 6528","69745.91"
"Clark, Miller and Macias Music 2051","69615.95"
"Sanchez, House and Jones Music 9321","69600.84"
"Mcguire PLC Music 5318","69599.32"
"Larson, Alexander and Smith Music 8297","69526.19"
"Bush, Morales and Ramos Music 7571","69421.28"
"Mitchell, Gregory and Williams Music 6549","69335.42"
"Mitchell, Hall and Rodriguez Music 7532","69115.02"
"Smith Group Music 8601","69100.52"
"Bowers, Dodson and Winters Music 7855","69084.64"
"Black-Horn Music 5965","69070.58"
"Guerra Group Music 4167","69005.50"
"Stanton Inc Music 4319","68963.61"
"Smith Ltd Music 2312","68952.15"
"Miller Ltd Music 9357","68951.10"
"Moore, Anderson and Hodges Music 2766","68891.25"
"Bass-Benton Music 8320","68812.19"
"Patel, Goodman and Roman Music 5691","68783.97"
"Smith-Chavez Music 9762","68519.62"
"Garza-Hunt Music 5202","68505.44"
"Rhodes PLC Music 5921","68478.34"
"Caldwell PLC Music 1083","68335.05"
"Turner LLC Music 3360","68302.95"
"Hines-Alexander Music 6840","68297.50"
"Roman, Hogan and Chang Music 3472","68291.12"
"Snyder-Bradley Music 3705","68238.82"
"Gomez, Calderon and Shaw Music 7077","68156.97"
"Estrada, Crawford and White Music 6053","68106.73"
"Rodriguez, Deleon and Wilson Music 1054","68020.63"
"Stanley, Young and Frazier Music 6456","67959.79"
"Kemp Group Music 2616","67939.31"
"Thomas Group Music 9563","67899.20"
"Thomas-Acosta Music 5311","67894.32"
"Moore, Williams and Hudson Music 7512","67874.07"
"Parks-James Music 6240","67768.46"
"Ellison PLC Music 2779","67729.91"
"Mitchell-Garza Music 4964","67705.29"
"Hale Ltd Music 8249","67684.91"
"Mitchell-Sanchez Music 3132","67633.09"
"Reyes-Holmes Music 9022","67612.11"
"Jones Group Music 2815","67579.45"
"Johnston-Hubbard Music 1116","67488.35"
"Johnson-Long Music 3547","67327.55"
"Long-Moody Music 8828","67325.00"
"Chapman Inc Music 4209","67134.76"
"Callahan Ltd Music 5731","66927.06"
"Schmidt, Ellis and Acosta Music 3492","66865.34"
"Reed LLC Music 6279","66794.91"
"Frost, Mendoza and Rivera Music 6226","66696.33"
"Herrera, Flowers and Hall Music 1385","66607.80"
"Clark, Zuniga and Jones Music 8528","66607.53"
"Hall, Wolf and Mcguire Music 5132","66582.41"
"Steele Ltd Music 3342","66577.43"
"Mcknight, Li and Horne Music 3366","66547.71"
"Sellers-Harmon Music 4657","66510.18"
"Ayala, Palmer and Summers Music 1499","66381.63"
"Blake-Hardy Music 8236","66315.47"
"Tyler-Galloway Music 8982","66265.82"
"Jensen, Yates and Walters Music 7722","66264.78"
"Petersen, Caldwell and Gomez Music 1417","66100.18"
"Richards, Hill and Flores Music 6063","65989.33"
"Cooper and Sons Music 1190","65843.17"
"Brown-Tanner Music 6603","65784.27"
"Young, Ramirez and Mathis Music 4063","65691.71"
"Armstrong Group Music 7969","65655.00"
"Carrillo LLC Music 6766","65646.00"
"Ramirez and Sons Music 2287","65499.59"
"Oneal, Stokes and Cisneros Music 4215","65451.53"
"Chen-Fowler Music 6596","65375.54"
"Moore-Smith Music 8715","65341.45"
"Fritz Group Music 2460","65015.10"
"Gardner LLC Music 6572","64989.96"
"Cohen-Nelson Music 4635","64954.28"
"Anderson-Schultz Music 6803","64790.05"
"Pham-Cooley Music 9456","64783.57"
"Rocha, Patterson and Price Music 6308","64746.57"
"Cherry, King and Maldonado Music 5414","64711.53"
"Graham-Sharp Music 7548","64704.56"
"Henson, Johnston and Watson Music 2444","64615.88"
"Coleman-Herring Music 2728","64590.67"
"Harrison and Sons Music 9623","64586.13"
"Tran Inc Music 9498","64495.13"
"Page-Coleman Music 1731","64187.15"
"Hunter Ltd Music 5634","64161.09"
"Velasquez-Hensley Music 1191","63906.14"
"Sanchez, Hunter and Bowen Music 6307","63870.69"
"Rodriguez PLC Music 3468","63721.74"
"Sellers-Armstrong Music 1737","63688.94"
"Dillon-Maynard Music 2887","63680.10"
"Simmons-Rodriguez Music 1853","63671.80"
"Ray-Mitchell Music 6546","63556.65"
"Ray Ltd Music 9260","63385.25"
"Tucker Ltd Music 7198","63261.36"
"Nunez-Alexander Music 4829","63256.63"
"Hansen-Harvey Music 8448","63153.40"
"Jones PLC Music 9086","63147.41"
"Waller, Giles and Hester Music 1899","63082.74"
"Copeland-Montgomery Music 6488","63003.89"
"Armstrong Group Music 5024","62996.94"
"Figueroa Ltd Music 2108","62921.71"
"Russell-Martinez Music 2788","62917.72"
"Yang Group Music 2733","62887.89"
"Porter Ltd Music 3774","62871.82"
"Martinez-Williamson Music 5831","62789.90"
"Ray-Andrews Music 8701","62720.50"
"Martinez PLC Music 2492","62686.37"
"Reed, Moody and Baxter Music 8002","62649.81"
"Logan-Lee Music 1014","62466.58"
"Freeman, Gentry and Morrison Music 1209","62376.21"
"Wright, Perez and Sweeney Music 8222","62371.26"
"Alvarez-Rios Music 7360","62355.51"
"Boyer-Smith Music 2440","62326.18"
"Kidd and Sons Music 2775","62317.78"
"Buckley Ltd Music 1593","62299.33"
"Larsen, Ross and Graves Music 3813","62269.24"
"Rodriguez Group Music 5360","61926.08"
"Coleman-Kelley Music 2005","61893.09"
"Taylor, Byrd and Nichols Music 1337","61756.80"
"Roberts, Cox and Perkins Music 2057","61735.08"
"Le, Rogers and Rasmussen Music 6987","61630.76"
"Francis-Garza Music 4010","61540.17"
"Lambert, Clark and Walker Music 4473","61438.58"
"Murphy-Gentry Music 8866","61318.61"
"Jordan-Underwood Music 7334","61308.73"
"Singleton, Mcdonald and Robinson Music 1741","61244.32"
"Ramos-Friedman Music 2076","61070.30"
"Wells-Murphy Music 5034","60973.96"
"Boyd-Larsen Music 7325","60963.34"
"Schneider Group Music 7553","60922.33"
"Chapman, Warner and Cox Music 5594","60883.91"
"Greene, Lee and Jones Music 2240","60680.64"
"Buchanan Inc Music 9853","60547.65"
"Figueroa PLC Music 6213","60288.05"
"Garcia Group Music 3857","60196.72"
"Yu PLC Music 2096","60078.72"
"Anderson-Hamilton Music 8638","60069.28"
"Alvarado Ltd Music 2577","60065.23"
"Cox, Mcguire and Stanley Music 2119","59942.91"
"Mendoza, Williams and Meyers Music 2383","59928.93"
"Gilbert, Reese and Fox Music 5038","59913.32"
"Fleming PLC Music 7644","59884.08"
"Powell, Gonzalez and Warren Music 2761","59829.74"
"Johnston-Johnson Music 6245","59828.01"
"Ewing PLC Music 4384","59826.26"
"Morris-Gonzalez Music 5607","59785.90"
"Warner-Mcintyre Music 5867","59692.60"
"Lutz-Flores Music 8478","59690.81"
"Maxwell-Hubbard Music 9675","59564.36"
"Harding, Mills and Smith Music 5796","59562.36"
"Smith, Jones and Turner Music 2114","59444.45"
"Moreno, Mckay and Leon Music 3116","59430.31"
"Castillo Group Music 4061","59387.23"
"Gonzalez-Payne Music 9221","59249.57"
"Compton-Jones Music 1324","59145.96"
"Reeves-Taylor Music 5922","59044.19"
"Burns PLC Music 1364","58948.07"
"Ballard-Allen Music 8173","58916.59"
"Saunders-Grant Music 4051","58836.15"
"Baker-Young Music 9550","58818.29"
"Buchanan LLC Music 2346","58692.14"
"Mcdonald, Ramos and Wells Music 6084","58603.24"
"Reed Ltd Music 1796","58572.08"
"Graham, Mays and Hughes Music 8262","58547.33"
"Perkins-Lee Music 4001","58368.87"
"Carter LLC Music 6752","58337.41"
"Taylor Inc Music 6718","58299.40"
"Robertson, Harvey and Elliott Music 8909","58197.66"
"Ponce Group Music 2958","58055.28"
"Snyder, Mcintosh and Lawrence Music 1265","58015.94"
"Anderson, Hill and Cowan Music 6289","57945.89"
"Welch Inc Music 1584","57943.73"
"Murphy, Walsh and Smith Music 1891","57857.85"
"Young, Alvarez and Acosta Music 8823","57786.08"
"Harris, Nelson and Gibbs Music 3278","57785.53"
"Baker, Bullock and Armstrong Music 7078","57768.15"
"Leon LLC Music 3291","57651.94"
"Lewis, Simmons and Taylor Music 5970","57482.92"
"Taylor Group Music 8594","57479.77"
"Mendoza, Ward and Chen Music 5527","57460.37"
"Hernandez, Vaughn and Peterson Music 8215","57396.68"
"Bell PLC Music 3879","57355.57"
"Lamb Ltd Music 3211","57191.15"
"Johnson-Johnson Music 3633","57158.55"
"Shepard Group Music 3272","57088.34"
"Perkins-Castillo Music 1553","57063.86"
"Mccullough, Ford and Villa Music 4741","56919.66"
"Barber-Mcbride Music 8655","56889.61"
"Baldwin, Hunter and Curry Music 3515","56866.63"
"Hanson-Jones Music 4026","56863.73"
"Jackson, Callahan and Chavez Music 6388","56806.71"
"Jackson, Schultz and Reid Music 1865","56804.80"
"Burnett, Mason and Jenkins Music 9429","56800.40"
"Young Ltd Music 1357","56756.62"
"Reed Group Music 8042","56718.06"
"Rogers-Jensen Music 8886","56705.09"
"Williams Inc Music 7782","56641.72"
"Hebert PLC Music 2120","56582.78"
"Hernandez LLC Music 8294","56575.87"
"Kim and Sons Music 9359","56503.24"
"Hunter-Rhodes Music 6392","56493.56"
"Ingram Ltd Music 7700","56382.86"
"Davenport PLC Music 5324","56381.56"
"Stephenson-Perez Music 4809","56285.17"
"Hart and Sons Music 9722","56226.78"
"Hayes-Edwards Music 2045","56170.49"
"Ortiz Group Music 8030","56133.88"
"Zamora-Black Music 5485","56112.98"
"Stephens-Garcia Music 4432","56008.25"
"Santiago-Perez Music 3265","55979.22"
"Smith-Fisher Music 6467","55886.89"
"Baker LLC Music 3468","55832.67"
"Smith and Sons Music 9030","55812.08"
"Rodriguez Ltd Music 6744","55792.01"
"Smith, Stokes and Stevens Music 4216","55742.83"
"Glover-Smith Music 2847","55714.93"
"Tucker-Davis Music 3227","55701.00"
"Mccoy, Jackson and Foster Music 9337","55658.90"
"Farrell-Escobar Music 2568","55603.75"
"Poole-Martinez Music 9327","55533.26"
"Houston-Greene Music 1254","55504.95"
"Thomas PLC Music 7413","55421.83"
"Grimes, King and Valenzuela Music 7244","55421.05"
"Hines, Whitney and Green Music 9687","55365.88"
"Cooper, Taylor and Reeves Music 3273","55246.22"
"Schwartz, Lopez and Daniels Music 2489","55213.11"
"Williams-Bates Music 9395","55201.04"
"Peterson-Walker Music 9829","55194.56"
"Thompson-Cabrera Music 2203","55103.78"
"Beasley-Lyons Music 6813","55056.21"
"Brown PLC Music 5672","55035.52"
"Smith and Sons Music 4355","54974.48"
"Graham-Hicks Music 1510","54959.09"
"Stewart-Eaton Music 5921","54875.13"
"Hendrix-Powell Music 8857","54811.60"
"Cox LLC Music 7307","54793.80"
"Roth Ltd Music 3335","54753.33"
"Leonard, Johnson and Wilson Music 7786","54741.41"
"Randolph and Sons Music 8476","54660.63"
"Taylor-Yang Music 4774","54632.77"
"Henry LLC Music 6834","54625.67"
"Mccoy LLC Music 5557","54579.96"
"Barrett-Gilmore Music 6630","54574.72"
"Lee, Rivera and Robbins Music 4799","54421.87"
"Taylor-Garcia Music 5996","54358.72"
"Johnson-Martin Music 1652","54083.31"
"Ramirez Ltd Music 1240","53931.11"
"Villa Inc Music 3383","53799.94"
"Henry Inc Music 3149","53720.48"
"Perez, Terry and Little Music 8948","53714.40"
"Maynard-Gilbert Music 2040","53697.95"
"Gregory-Stephens Music 7476","53548.36"
"Martin Group Music 5837","53506.09"
"Schwartz-Ward Music 1608","53319.09"
"Moran-Stein Music 7168","53287.79"
"Stewart, Anderson and Welch Music 3399","53217.34"
"Bennett, Cole and Chapman Music 8098","53107.90"
"Andersen Ltd Music 7025","53107.22"
"Combs Ltd Music 8812","52700.09"
"Martin PLC Music 3981","52614.59"
"Zavala-Hall Music 4349","52609.29"
"Martin-Johnson Music 5040","52568.28"
"Cunningham LLC Music 7799","52446.95"
"Moyer and Sons Music 6278","52415.47"
"Peters, Howard and Clark Music 8067","52345.94"
"Mccall, Ramirez and Zamora Music 3689","52198.13"
"White-Cannon Music 4457","52189.68"
"Nolan, Miller and Yates Music 9516","52106.35"
"Price, Lopez and Austin Music 7709","52049.39"
"Lewis, Kelly and Miller Music 2275","51917.24"
"Huynh, Brooks and Haynes Music 2914","51905.82"
"Boone-Garcia Music 6441","51842.78"
"Richardson, Bailey and Smith Music 3325","51784.01"
"Lee-Pratt Music 5848","51771.83"
"Fox, Davis and Hoffman Music 1554","51729.12"
"Navarro, Andrews and Jackson Music 7633","51601.74"
"Wilson and Sons Music 7950","51561.52"
"Thomas-Esparza Music 3358","51445.96"
"Porter-Brennan Music 4059","51371.48"
