"platform_name","avg_revenue_per_stream"
"Blackwell-Hawkins Music 1882","0.00774"
"Hall Ltd Music 7516","0.00773"
"Allen and Sons Music 6511","0.00773"
"Walker-Norman Music 2174","0.00772"
"Cook, Mathews and Beck Music 9686","0.00772"
"Best-Roberts Music 3144","0.00771"
"Finley PLC Music 7923","0.00771"
"Simpson, Phillips and Bernard Music 3014","0.00769"
"Bond, Ray and Price Music 9651","0.00769"
"Zimmerman, Flores and Thornton Music 4135","0.00768"
"Weber, Murphy and Brooks Music 2896","0.00766"
"Charles-Bryant Music 9936","0.00766"
"Burns-Porter Music 5210","0.00765"
"Castillo-Mcclure Music 1127","0.00765"
"Rodriguez-Blanchard Music 5377","0.00764"
"Rodriguez-Nelson Music 9394","0.00764"
"Rogers-Evans Music 8177","0.00763"
"Bird, Gonzales and Hernandez Music 7873","0.00761"
"Marshall, Davenport and Chavez Music 7267","0.00761"
"Nelson, Ward and Perry Music 8446","0.00760"
"Hicks PLC Music 9928","0.00759"
"Castro, Willis and Blake Music 7676","0.00759"
"Anderson PLC Music 1070","0.00758"
"Harris PLC Music 8808","0.00758"
"Price, Coleman and Diaz Music 8310","0.00756"
"Butler, Jackson and Adams Music 6217","0.00756"
"Costa-Foster Music 3176","0.00755"
"Beck Ltd Music 6919","0.00755"
"Walters LLC Music 3259","0.00755"
"Wilson-Jordan Music 8315","0.00755"
"Rodriguez, Deleon and Wilson Music 1054","0.00753"
"Smith-Ali Music 6178","0.00753"
"Beasley-Evans Music 2091","0.00752"
"Richardson, Bailey and Smith Music 3325","0.00751"
"Sellers-Armstrong Music 1737","0.00750"
"Johnson PLC Music 7649","0.00750"
"Church LLC Music 2348","0.00750"
"Miller-Perry Music 2060","0.00750"
"Kim, Johnson and Jackson Music 8402","0.00748"
"Raymond-Morris Music 1105","0.00747"
"Frye, Jennings and Lee Music 3042","0.00747"
"Huffman, Graham and Blankenship Music 4387","0.00747"
"White, Gonzalez and Gaines Music 1432","0.00747"
"Malone-Cooper Music 3684","0.00745"
"Duran LLC Music 8855","0.00745"
"Brown-Scott Music 9164","0.00745"
"Obrien, Jackson and Hurley Music 3322","0.00744"
"Murphy-Thompson Music 7616","0.00744"
"Hernandez LLC Music 5028","0.00744"
"Brown-Brown Music 5553","0.00744"
"Harvey, Wolf and Wilkinson Music 1400","0.00744"
"Leonard, Bray and Smith Music 3117","0.00743"
"Chavez-Edwards Music 5671","0.00742"
"Stokes, Foster and Huynh Music 4745","0.00741"
"Cook LLC Music 2779","0.00741"
"Jackson, Swanson and Romero Music 4004","0.00741"
"Berry-Stone Music 3030","0.00740"
"Martin, Smith and Hays Music 1570","0.00739"
"Shah Group Music 6472","0.00739"
"Perkins-Bass Music 1263","0.00739"
"Moreno, Mckay and Leon Music 3116","0.00739"
"Harris, Blevins and Becker Music 2066","0.00737"
"Phillips Group Music 2217","0.00737"
"Burns Group Music 9325","0.00736"
"Jackson and Sons Music 3295","0.00736"
"Scott-Rogers Music 2811","0.00735"
"Shelton, Patterson and Sanchez Music 1053","0.00735"
"Le-Paul Music 3726","0.00734"
"Rogers, Robles and Jones Music 4062","0.00733"
"Freeman Inc Music 1948","0.00733"
"Stevens, Poole and Saunders Music 1596","0.00732"
"Harvey, Stevens and Brown Music 4453","0.00732"
"Taylor-Campbell Music 6845","0.00731"
"Duke-Rivera Music 5858","0.00731"
"Zuniga Inc Music 6724","0.00730"
"Mccarthy-Brown Music 7968","0.00730"
"Calderon, Ortiz and Bates Music 2532","0.00729"
"Cole-Boone Music 4453","0.00729"
"Rodriguez, Murphy and Mckenzie Music 5043","0.00729"
"Young-Olsen Music 9283","0.00727"
"Davis, Hill and Wiggins Music 6142","0.00725"
"Fuller, Russell and Thomas Music 5131","0.00725"
"Poole PLC Music 6344","0.00723"
"Carter-Daniel Music 9452","0.00723"
"Edwards, Johnson and Owens Music 8981","0.00723"
"Garrett, Hunter and Christensen Music 6161","0.00723"
"Mckinney-Sullivan Music 8301","0.00722"
"Banks and Sons Music 7702","0.00722"
"Moss-Cox Music 9229","0.00721"
"Peters, Howard and Clark Music 8067","0.00720"
"Hunter Ltd Music 5634","0.00720"
"Stafford-Brown Music 3851","0.00719"
"Howard, Hubbard and Waters Music 1165","0.00719"
"Cohen-Nelson Music 4635","0.00719"
"Davis, Gay and Knight Music 7773","0.00719"
"Ortiz Group Music 8030","0.00718"
"Scott LLC Music 7311","0.00718"
"Myers-Wiley Music 2688","0.00718"
"Mejia-Hanna Music 1382","0.00718"
"Jimenez and Sons Music 8533","0.00716"
"Wallace, Collier and Campos Music 2092","0.00716"
"Watkins-Owens Music 6638","0.00716"
"Boyer-Smith Music 2440","0.00715"
"Flores-Garcia Music 6029","0.00715"
"Patterson, Kelley and Scott Music 5376","0.00714"
"Evans Ltd Music 5287","0.00714"
"Fernandez, Lopez and Ramirez Music 6780","0.00713"
"Faulkner-Ortega Music 1574","0.00711"
"Harris-Baker Music 3314","0.00711"
"Johnson Inc Music 2858","0.00710"
"Sellers-Harmon Music 4657","0.00709"
"Atkins-Sandoval Music 1928","0.00709"
"Carlson PLC Music 4181","0.00709"
"Salinas PLC Music 3787","0.00707"
"Dougherty, Ryan and Malone Music 1777","0.00707"
"Jones-Pearson Music 3908","0.00706"
"Gonzalez-Lee Music 2119","0.00706"
"Pace Group Music 5507","0.00706"
"Collins-White Music 9434","0.00705"
"Lewis, Bryant and Phillips Music 1862","0.00705"
"Reynolds, Richardson and Cook Music 9141","0.00703"
"Wilson-Clarke Music 5187","0.00703"
"Cruz-Schaefer Music 9130","0.00703"
"Clark LLC Music 3084","0.00702"
"Davidson and Sons Music 2267","0.00701"
"Smith-Harris Music 2478","0.00701"
"Martinez-Williamson Music 5831","0.00700"
"Alexander PLC Music 3987","0.00700"
"Macias-Bryant Music 9193","0.00700"
"Lee, Johnson and Kramer Music 5222","0.00699"
"Grimes, King and Valenzuela Music 7244","0.00699"
"Garza-Hunt Music 5202","0.00699"
"Diaz, Dean and Mora Music 5968","0.00698"
"Whitney, Wallace and Yu Music 8269","0.00697"
"Moyer-Warren Music 4148","0.00697"
"Jones, Figueroa and Garcia Music 8103","0.00697"
"Jones, Thomas and Moore Music 9417","0.00696"
"Taylor Ltd Music 6197","0.00696"
"Carson and Sons Music 1554","0.00695"
"Duran, Elliott and Johnson Music 5867","0.00694"
"Foster Ltd Music 4600","0.00694"
"Mcconnell-Banks Music 5867","0.00694"
"Padilla, Torres and Baker Music 9048","0.00694"
"Johnson, Thomas and Romero Music 7195","0.00694"
"Pitts-Griffin Music 6721","0.00692"
"Buckley Group Music 7623","0.00692"
"Rivera, Randolph and Harris Music 9900","0.00692"
"Taylor Ltd Music 2236","0.00691"
"Thompson-Austin Music 9290","0.00691"
"Chase, Hughes and Wu Music 5572","0.00690"
"Andrade-Carlson Music 4060","0.00689"
"Taylor PLC Music 4649","0.00688"
"Ryan-Stewart Music 4585","0.00688"
"Ruiz LLC Music 8798","0.00687"
"Dean-Glover Music 6099","0.00686"
"Dixon, Graham and Owens Music 7110","0.00685"
"Long-Watkins Music 3467","0.00685"
"Baldwin, Hunter and Curry Music 3515","0.00684"
"Stewart, Anderson and Welch Music 3399","0.00684"
"Anderson PLC Music 4228","0.00684"
"Bennett-Kaiser Music 1315","0.00684"
"Brown Inc Music 9900","0.00683"
"Blackwell-Sanchez Music 4581","0.00683"
"Black, Cardenas and Solomon Music 5195","0.00682"
"Morrison-Lopez Music 4165","0.00681"
"Kaiser LLC Music 5408","0.00681"
"Clark, Miller and Macias Music 2051","0.00681"
"Ortega and Sons Music 7805","0.00681"
"Moore, Burton and Johnson Music 6502","0.00681"
"Smith LLC Music 5897","0.00680"
"Woods, Waller and Parker Music 4274","0.00678"
"Page Inc Music 3140","0.00678"
"Davis-Moore Music 1693","0.00676"
"Brooks Inc Music 6411","0.00674"
"Compton Inc Music 4152","0.00674"
"Adams-Johnson Music 2302","0.00674"
"Sanchez, Knapp and Sullivan Music 8312","0.00674"
"Hughes-Chang Music 1645","0.00674"
"Thompson-Cabrera Music 2203","0.00674"
"Johnson PLC Music 6583","0.00674"
"Lutz-Johns Music 1944","0.00671"
"York, Taylor and Jones Music 8062","0.00670"
"Hutchinson Inc Music 2921","0.00669"
"Johnson, Madden and Garcia Music 2934","0.00668"
"West-Douglas Music 7373","0.00668"
"Miller Ltd Music 9357","0.00667"
"Cooper-Aguilar Music 2554","0.00667"
"Whitehead-Savage Music 6961","0.00667"
"Mitchell-Jones Music 2522","0.00666"
"Kennedy LLC Music 5333","0.00666"
"Reed PLC Music 9626","0.00666"
"Cruz-Parker Music 1512","0.00666"
"Ramirez Ltd Music 1240","0.00666"
"Pierce, Boyle and Malone Music 5520","0.00665"
"Powell, Gonzalez and Warren Music 2761","0.00665"
"Decker-Ashley Music 7654","0.00664"
"Jones, Chavez and Alvarado Music 6453","0.00664"
"Gonzalez Ltd Music 9443","0.00664"
"Lopez-Wilson Music 3344","0.00663"
"Hunt-Willis Music 5154","0.00663"
"Craig, Davis and David Music 2062","0.00662"
"Mata, Smith and Myers Music 2320","0.00662"
"Sanchez, Villarreal and Mckinney Music 4100","0.00659"
"Villa Inc Music 3383","0.00659"
"Hines-Foster Music 6291","0.00659"
"Vasquez PLC Music 8352","0.00658"
"Ward-Jackson Music 5522","0.00657"
"Reed Group Music 3809","0.00657"
"Diaz, Combs and Kerr Music 6480","0.00657"
"Burns PLC Music 7993","0.00657"
"Morris, Rodriguez and Craig Music 5505","0.00657"
"Mckinney Group Music 4348","0.00656"
"Mckinney LLC Music 4773","0.00656"
"Robinson Ltd Music 4803","0.00656"
"Long Inc Music 5928","0.00654"
"Jackson, Wilson and Riley Music 6818","0.00654"
"Smith-Lee Music 3625","0.00653"
"Howard Inc Music 8356","0.00652"
"Chavez-Clark Music 6023","0.00652"
"Hernandez and Sons Music 8004","0.00651"
"Knox-Bridges Music 1899","0.00651"
"Navarro, Andrews and Jackson Music 7633","0.00651"
"Norman, Ramirez and Morrison Music 3099","0.00651"
"Bryant PLC Music 3108","0.00650"
"Patterson-Stewart Music 9004","0.00650"
"Ramsey Ltd Music 5011","0.00649"
"Wilson-Hobbs Music 6355","0.00649"
"Hendricks-Thompson Music 3473","0.00648"
"White-Alvarez Music 5365","0.00647"
"Bradley, Graves and Aguirre Music 9234","0.00647"
"Francis, Arroyo and Dickson Music 9029","0.00647"
"Smith, Baldwin and Rivera Music 4328","0.00647"
"Nichols, Jones and Gardner Music 7817","0.00646"
"Perkins-Lee Music 4001","0.00646"
"Dennis-Zimmerman Music 7207","0.00645"
"Price, Wilkins and Hall Music 5254","0.00644"
"White-Henderson Music 7256","0.00644"
"Owen, Tucker and Morris Music 1277","0.00644"
"Gray PLC Music 7050","0.00644"
"Walls-Vazquez Music 9798","0.00643"
"Mcdonald, Ramos and Wells Music 6084","0.00642"
"Chung, Perez and Marquez Music 9642","0.00642"
"Avery-Smith Music 7650","0.00642"
"Gonzalez PLC Music 9977","0.00641"
"Perkins-Walsh Music 7333","0.00639"
"Hickman Group Music 8102","0.00639"
"Stanley-Sweeney Music 5114","0.00639"
"Kim, Campbell and Williams Music 2231","0.00638"
"Lloyd-Conley Music 9682","0.00638"
"Porter Ltd Music 3774","0.00637"
"Larsen, Ross and Graves Music 3813","0.00636"
"Andrews-Wheeler Music 1622","0.00636"
"Obrien Group Music 9979","0.00635"
"Reyes, Soto and Dunlap Music 2048","0.00635"
"Reed Group Music 8042","0.00634"
"Nunez-Alexander Music 4829","0.00634"
"Hunt PLC Music 9034","0.00633"
"Taylor-Strong Music 4722","0.00633"
"Salazar, Vasquez and Cunningham Music 3748","0.00631"
"Brown-Ochoa Music 3703","0.00631"
"Osborne PLC Music 9756","0.00631"
"Chavez-Hill Music 5499","0.00630"
"Glass-Martinez Music 2472","0.00629"
"Spears, Gregory and Long Music 2316","0.00629"
"Ross Inc Music 5668","0.00628"
"Benton PLC Music 6950","0.00628"
"Jenkins-French Music 3372","0.00628"
"Blackburn-Douglas Music 4793","0.00627"
"Wiggins PLC Music 9536","0.00627"
"Moran-Mcguire Music 3403","0.00627"
"Peters, Hooper and Jackson Music 7117","0.00627"
"Ayala, Palmer and Summers Music 1499","0.00626"
"Gonzalez, Pearson and Kelly Music 2280","0.00626"
"Fisher, Mack and Foster Music 2815","0.00625"
"Reese-Hester Music 3850","0.00625"
"Hartman, Yu and Perez Music 7909","0.00625"
"Jimenez Ltd Music 8988","0.00624"
"Herrera Group Music 2037","0.00624"
"Schmidt, Zimmerman and Becker Music 2303","0.00623"
"Fields-Nunez Music 6419","0.00622"
"Downs, Sanford and Morgan Music 2873","0.00622"
"Thompson-Jenkins Music 2800","0.00622"
"King, Johnston and Martinez Music 8961","0.00621"
"Horn and Sons Music 2912","0.00621"
"Edwards-Cooper Music 5287","0.00621"
"Lawrence Ltd Music 7028","0.00620"
"Duke, Jensen and Castaneda Music 1844","0.00620"
"Blair Group Music 7291","0.00620"
"Williams, Patel and Mckinney Music 1490","0.00618"
"Yates, Morrow and Murphy Music 2465","0.00618"
"Santana-Zimmerman Music 5192","0.00617"
"Francis Inc Music 8383","0.00616"
"Stone-Torres Music 6916","0.00616"
"Dillon-Reed Music 5321","0.00616"
"Hernandez-Mcintosh Music 1269","0.00615"
"Armstrong-Kelley Music 6133","0.00614"
"George-Villanueva Music 2211","0.00614"
"Schneider Inc Music 7469","0.00613"
"Chan-Tanner Music 4253","0.00613"
"Baker LLC Music 3468","0.00612"
"Smith-Chavez Music 9762","0.00612"
"Bell Group Music 6661","0.00610"
"Robinson, Estrada and Hurst Music 5934","0.00610"
"Jackson-Carlson Music 9301","0.00609"
"Smith Inc Music 8942","0.00609"
"Lopez-Haynes Music 6215","0.00609"
"Johnson-Arnold Music 2404","0.00607"
"Jacobs, Montgomery and Carter Music 7172","0.00607"
"Hughes-Dawson Music 6980","0.00606"
"Barrett-Olson Music 8037","0.00606"
"Duncan Group Music 2920","0.00604"
"Terrell-Irwin Music 8902","0.00604"
"Todd Group Music 7186","0.00604"
"Day-Leonard Music 1970","0.00604"
"Mejia PLC Music 4994","0.00603"
"Edwards-Fletcher Music 4220","0.00601"
"Spencer-Fleming Music 6777","0.00601"
"Richardson, Sanchez and Salinas Music 6466","0.00601"
"Morrison-Reyes Music 3372","0.00600"
"Boyd-Miles Music 6418","0.00599"
"Sims Inc Music 6790","0.00599"
"Burton and Sons Music 5752","0.00598"
"Roberts, Sanchez and Richards Music 6951","0.00598"
"Reese-Kelly Music 3657","0.00597"
"Jackson, Salazar and Miller Music 3277","0.00596"
"Boyd LLC Music 9125","0.00596"
"Marshall Group Music 4640","0.00595"
"Coleman, Thomas and Weber Music 9911","0.00594"
"Bean, Moreno and Peterson Music 4614","0.00594"
"Gallagher-Hubbard Music 6084","0.00593"
"Reynolds-Flores Music 7257","0.00593"
"Lamb-Hernandez Music 8315","0.00593"
"Kim LLC Music 7743","0.00592"
"Perez LLC Music 9669","0.00591"
"Lopez-Moreno Music 6855","0.00591"
"Mcmahon Ltd Music 2625","0.00590"
"Reynolds, Becker and Schmidt Music 1468","0.00590"
"Mora-Gomez Music 2269","0.00590"
"Carter, Kennedy and Jarvis Music 2570","0.00589"
"Glass-Atkins Music 7079","0.00588"
"Wright, Perez and Sweeney Music 8222","0.00588"
"Clayton, Hansen and Kent Music 2059","0.00588"
"Mitchell-Roberts Music 2174","0.00588"
"Livingston-Berry Music 1520","0.00588"
"Sanders-Wolfe Music 7307","0.00587"
"Pham-Cooley Music 9456","0.00586"
"Bell, Moon and Reyes Music 1338","0.00586"
"Maldonado and Sons Music 4742","0.00585"
"Le-Perry Music 2870","0.00585"
"Parks-James Music 6240","0.00585"
"Hunt PLC Music 6071","0.00585"
"Bean, Sharp and Dodson Music 2670","0.00583"
"Gaines Group Music 6160","0.00583"
"Chase-Le Music 2626","0.00581"
"Kirby, Brown and Howe Music 3668","0.00580"
"Nelson and Sons Music 7823","0.00580"
"Guzman Ltd Music 5916","0.00580"
"Tucker Group Music 2507","0.00580"
"Barrett-Gilmore Music 6630","0.00579"
"Carpenter-Farrell Music 1489","0.00579"
"George, Olsen and Duncan Music 5127","0.00579"
"Estrada-Carr Music 3480","0.00579"
"Boyd-Larsen Music 7325","0.00579"
"Lloyd, Wagner and David Music 9445","0.00578"
"Bright Group Music 7723","0.00578"
"Richardson, Vargas and Jimenez Music 6916","0.00577"
"Rocha-Thompson Music 6161","0.00577"
"Smith, Jones and Turner Music 2114","0.00576"
"Horn-Dixon Music 4591","0.00576"
"Hodge-Patterson Music 7153","0.00576"
"Fisher, Harrison and Washington Music 1970","0.00573"
"Cole PLC Music 5899","0.00572"
"Pope and Sons Music 4929","0.00572"
"Hernandez LLC Music 8294","0.00572"
"Sanchez, Smith and Wood Music 1404","0.00572"
"Snyder, Mcintosh and Lawrence Music 1265","0.00569"
"Fox, Coleman and Cantrell Music 1818","0.00568"
"Acevedo and Sons Music 8338","0.00568"
"Booth-Brown Music 1551","0.00568"
"Stark, Estrada and Fernandez Music 2637","0.00567"
"Lester, Hampton and Huang Music 6516","0.00567"
"Jones and Sons Music 4238","0.00566"
"Brown-Payne Music 9555","0.00566"
"Wong-Christensen Music 1046","0.00565"
"Maxwell Ltd Music 6804","0.00565"
"Holland, Garcia and James Music 7353","0.00565"
"Hernandez-Palmer Music 2531","0.00565"
"Andersen-Smith Music 8061","0.00564"
"Gonzalez-Brown Music 6135","0.00564"
"Walton-Colon Music 9963","0.00563"
"Peters, Cooper and Patterson Music 1306","0.00562"
"Hardin-Griffith Music 9401","0.00562"
"Baxter LLC Music 1106","0.00562"
"Page-Gordon Music 1188","0.00560"
"Montoya, Ellis and Ramsey Music 4622","0.00559"
"Williams, Crosby and Becker Music 5350","0.00559"
"Mitchell-Vasquez Music 2815","0.00559"
"Moyer and Sons Music 6278","0.00559"
"Clayton-Paul Music 4105","0.00558"
"Ross-Williams Music 8151","0.00557"
"Steele Ltd Music 3342","0.00555"
"Smith, Stokes and Stevens Music 4216","0.00554"
"Hall and Sons Music 1227","0.00554"
"Young, Butler and Davis Music 1057","0.00554"
"Hughes Group Music 9108","0.00553"
"Ferrell-Kennedy Music 2845","0.00552"
"Welch Inc Music 1584","0.00551"
"Dixon-Roth Music 4598","0.00550"
"Mcdaniel LLC Music 2895","0.00550"
"Buchanan Inc Music 2147","0.00550"
"Mcclain-Shaw Music 8966","0.00549"
"Johnson Group Music 2055","0.00549"
"Stevens-Patterson Music 9376","0.00549"
"Morales-Curtis Music 3078","0.00549"
"Chavez Group Music 3123","0.00548"
"Le-Shaffer Music 4559","0.00548"
"Bowen, Melton and Huynh Music 5132","0.00548"
"Little and Sons Music 7901","0.00548"
"Taylor-Blake Music 5484","0.00547"
"Sanchez, House and Jones Music 9321","0.00547"
"Clark LLC Music 4918","0.00546"
"Jones Inc Music 7663","0.00545"
"Boyd, Kidd and Hebert Music 2990","0.00545"
"Huff-Simpson Music 4863","0.00545"
"Perry-Miller Music 3522","0.00545"
"Silva LLC Music 4584","0.00544"
"Parker, Peters and Hernandez Music 4326","0.00543"
"Alvarez, Wilson and Fuentes Music 5679","0.00543"
"Grimes, Welch and Horton Music 2560","0.00542"
"Carr, Lewis and Perez Music 8941","0.00542"
"Steele, Miller and Walker Music 9924","0.00541"
"Bradford, Brown and Harper Music 1685","0.00540"
"Nelson-James Music 3800","0.00540"
"Horton, Smith and Lee Music 7477","0.00540"
"Oneal, Hunter and Kemp Music 1287","0.00539"
"Harding, Mills and Smith Music 5796","0.00538"
"Bolton, Kline and Stephenson Music 9054","0.00538"
"Cook-Kelley Music 8809","0.00537"
"Ward, Simon and Miller Music 2005","0.00536"
"Gonzalez Ltd Music 6302","0.00535"
"Black and Sons Music 5343","0.00535"
"Chen Group Music 9507","0.00535"
"Smith Ltd Music 2312","0.00534"
"Lozano-Watson Music 4011","0.00533"
"Lewis, Kelly and Miller Music 2275","0.00533"
"Newman LLC Music 2956","0.00532"
"Smith, Garcia and Holt Music 1868","0.00532"
"Turner LLC Music 3360","0.00532"
"Humphrey-Harmon Music 8058","0.00531"
"Kelly, Parks and Reed Music 5648","0.00531"
"Jones and Sons Music 7382","0.00530"
"Kennedy-Olson Music 3997","0.00529"
"Lopez, Nichols and Barber Music 9070","0.00529"
"Henderson, Lewis and Douglas Music 5721","0.00527"
"Carlson PLC Music 1491","0.00526"
"Jones, Gordon and Rangel Music 8371","0.00525"
"Brown, Hernandez and Henry Music 2731","0.00525"
"Klein LLC Music 4320","0.00525"
"Sheppard-Green Music 8146","0.00522"
"Yang-Banks Music 1753","0.00522"
"Bender Group Music 2088","0.00522"
"Williams Inc Music 4771","0.00520"
"Underwood Ltd Music 7597","0.00520"
"Lopez and Sons Music 4340","0.00518"
"Pittman-Cabrera Music 7107","0.00518"
"Davis-Hale Music 7610","0.00518"
"Lee Inc Music 3590","0.00516"
"Reed-Clark Music 5406","0.00516"
"Yu-Lynn Music 1190","0.00515"
"Reed-Horn Music 3655","0.00515"
"Washington-Butler Music 2425","0.00514"
"Peterson-Walker Music 9829","0.00514"
"Barber-Jenkins Music 7367","0.00514"
"Bartlett LLC Music 3825","0.00514"
"Bowers LLC Music 7727","0.00513"
"Aguilar and Sons Music 1044","0.00513"
"Juarez-Rodriguez Music 7708","0.00511"
"Beck Ltd Music 1307","0.00510"
"Bennett PLC Music 8881","0.00510"
"Ayala-Patel Music 2676","0.00510"
"Moss-Green Music 7427","0.00510"
"Lynch Ltd Music 9229","0.00509"
"Stewart LLC Music 1354","0.00509"
"Ellis and Sons Music 9140","0.00509"
"Buchanan Inc Music 9853","0.00509"
"Phelps and Sons Music 5240","0.00508"
"Smith-Salinas Music 4751","0.00507"
"Simmons Ltd Music 9500","0.00506"
"Hicks PLC Music 5969","0.00505"
"Lamb PLC Music 4051","0.00504"
"Becker-Meyer Music 2861","0.00504"
"Bailey, Thomas and Frazier Music 7262","0.00503"
"Ford, Cantrell and Anderson Music 6109","0.00503"
"Gonzalez and Sons Music 1606","0.00502"
"Williams, Howard and Taylor Music 7737","0.00501"
"Hahn, Andrews and Watson Music 2306","0.00501"
"Gaines, Gray and Jones Music 5676","0.00501"
"Valenzuela, Patterson and Duncan Music 5266","0.00499"
"Brown PLC Music 5672","0.00496"
"Smith and Sons Music 9030","0.00496"
"Jimenez PLC Music 6134","0.00496"
"Lam LLC Music 7429","0.00496"
"Vazquez, Peterson and Brown Music 5879","0.00495"
"Holland, Pratt and Brennan Music 5342","0.00495"
"Fernandez, Williams and Morris Music 9317","0.00494"
"Shannon, Jones and Merritt Music 3729","0.00494"
"Webster, Kelly and Morales Music 5993","0.00493"
"Bowers, Dodson and Winters Music 7855","0.00493"
"Sellers LLC Music 8388","0.00492"
"Duncan Ltd Music 5275","0.00491"
"Harper-Myers Music 3149","0.00491"
"Chase PLC Music 3560","0.00491"
"Oconnor PLC Music 9365","0.00490"
"Adams-Browning Music 3709","0.00490"
"Edwards Group Music 8698","0.00489"
"Daniel-Campbell Music 7809","0.00489"
"Miller Ltd Music 2574","0.00488"
"Butler, Rodriguez and Ortiz Music 1185","0.00487"
"Lutz, Wright and Mack Music 1868","0.00487"
"Martinez-Cisneros Music 8728","0.00486"
"Lee and Sons Music 2125","0.00486"
"Thomas, Ward and Griffin Music 6708","0.00485"
"Wells and Sons Music 9757","0.00484"
"Clark, Bowman and Ramirez Music 2441","0.00483"
"Martinez-Rasmussen Music 2525","0.00483"
"Jones-Davis Music 8664","0.00483"
"Williams-Bates Music 9395","0.00482"
"Bruce Inc Music 9575","0.00482"
"Clark LLC Music 8731","0.00482"
"Caldwell PLC Music 1083","0.00482"
"Smith-Freeman Music 8196","0.00481"
"Cole LLC Music 5117","0.00481"
"Miller, Pierce and Cohen Music 3903","0.00481"
"Morales Inc Music 3032","0.00480"
"Dixon Ltd Music 8264","0.00480"
"Johnson-James Music 7735","0.00480"
"Armstrong Group Music 7969","0.00480"
"White-Cannon Music 4457","0.00479"
"Mercer Inc Music 4051","0.00478"
"Mcclure-Hatfield Music 5797","0.00478"
"Thomas Group Music 9563","0.00478"
"Reeves-Taylor Music 5922","0.00478"
"Vega LLC Music 3128","0.00477"
"Castillo PLC Music 3595","0.00476"
"Lopez Inc Music 6297","0.00476"
"Davis-Rivera Music 4830","0.00475"
"Phelps, Torres and Fisher Music 7991","0.00475"
"Greer-Mcconnell Music 4661","0.00474"
"Smith-Fox Music 7269","0.00473"
"Haynes and Sons Music 1486","0.00473"
"Carey PLC Music 3756","0.00472"
"Cruz-Sanchez Music 6246","0.00472"
"Nelson, Smith and Nguyen Music 7330","0.00472"
"Wilson, Jennings and Koch Music 4624","0.00471"
"Lopez Group Music 4448","0.00469"
"Castillo PLC Music 1087","0.00469"
"Shepard, Strickland and Watkins Music 1500","0.00468"
"Goodman-Kelley Music 3242","0.00468"
"Smith Ltd Music 8143","0.00467"
"Taylor, Byrd and Nichols Music 1337","0.00466"
"Green Inc Music 2616","0.00466"
"Mann, Stone and Bell Music 6117","0.00464"
"Andrews, Carroll and Cruz Music 8520","0.00464"
"Solomon and Sons Music 4203","0.00464"
"Lopez-Stephens Music 5580","0.00464"
"Vargas-Middleton Music 8130","0.00464"
"Gray-Fitzgerald Music 6211","0.00463"
"Howe PLC Music 7839","0.00460"
"Martinez Group Music 7675","0.00460"
"Mitchell, Marsh and Vasquez Music 2250","0.00460"
"Moore-Strong Music 6009","0.00459"
"Ashley, Barker and Mata Music 8673","0.00458"
"Moore Ltd Music 2203","0.00457"
"Howard-Rubio Music 2195","0.00457"
"Evans Group Music 4400","0.00457"
"Phillips, Clarke and Ross Music 8664","0.00457"
"Wyatt, Quinn and Ritter Music 7100","0.00456"
"Burns PLC Music 4107","0.00454"
"Gates Inc Music 2749","0.00454"
"Le, Rogers and Rasmussen Music 6987","0.00454"
"Taylor PLC Music 6287","0.00454"
"Zavala-Hall Music 4349","0.00453"
"Wilson and Sons Music 7950","0.00452"
"Henderson and Sons Music 1064","0.00451"
"Reed, Jacobs and Warren Music 1546","0.00451"
"Stephens-Garcia Music 4432","0.00450"
"Bass LLC Music 9386","0.00450"
"Young, Cohen and Haney Music 4002","0.00449"
"Joseph, Ramirez and Edwards Music 8719","0.00449"
"Mckinney-Peters Music 9989","0.00448"
"Watson-Vaughn Music 1605","0.00446"
"Roberts-Potter Music 4150","0.00446"
"Daniels-Wolfe Music 5844","0.00445"
"Jackson-Reed Music 6145","0.00444"
"Kelly PLC Music 2187","0.00443"
"Phillips Inc Music 6290","0.00443"
"Sutton, Zamora and Rodriguez Music 2539","0.00443"
"Brown Ltd Music 6651","0.00442"
"Patton, Aguilar and Curry Music 2740","0.00441"
"Holt, Long and Martinez Music 5080","0.00440"
"Davis-Tran Music 1580","0.00439"
"Phelps-Leonard Music 4169","0.00439"
"Wilson-Meyer Music 9450","0.00438"
"Collins Inc Music 2693","0.00438"
"Alvarez-Rios Music 7360","0.00438"
"Henry Inc Music 3149","0.00437"
"Nguyen, Robinson and Pineda Music 5617","0.00436"
"Taylor-Garcia Music 5996","0.00435"
"Turner, Moore and Jackson Music 5945","0.00435"
"Mcguire PLC Music 5318","0.00435"
"Sparks PLC Music 3324","0.00433"
"Marshall Inc Music 2797","0.00433"
"Bell, Brown and Rogers Music 6422","0.00433"
"Evans-Barron Music 6305","0.00433"
"Snyder-Shields Music 1593","0.00432"
"Smith-Rush Music 2873","0.00431"
"Thomas-Huang Music 5884","0.00431"
"Hudson LLC Music 9921","0.00430"
"Reed and Sons Music 4501","0.00430"
"Martin, Young and Hays Music 2297","0.00430"
"Garcia LLC Music 6402","0.00429"
"Allen, Gibson and Berry Music 1829","0.00428"
"Camacho, Barker and Castro Music 4622","0.00428"
"Schaefer Group Music 9783","0.00428"
"Cooper, Ferguson and Lopez Music 4542","0.00427"
